STATE,DISTRICT,TEHSIL,ID,Fresh,Saline
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTUR,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTUR,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTUR,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTUR,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTUR,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTUR,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTUR,TGW,28.55,0
ANDHRA PRADESH,Eluru,DENDULURU,UA,167.7,0
ANDHRA PRADESH,Eluru,DENDULURU,DC,0,
ANDHRA PRADESH,Eluru,DENDULURU,IC,0,
ANDHRA PRADESH,Eluru,DENDULURU,TC,0,
ANDHRA PRADESH,Eluru,DENDULURU,DSC,0,
ANDHRA PRADESH,Eluru,DENDULURU,ISC,0,
ANDHRA PRADESH,Eluru,DENDULURU,TSC,0,
ANDHRA PRADESH,Eluru,DENDULURU,TGW,167.7,0
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,UA,1238.22,0
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,DC,0,
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,IC,0,
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,TC,0,
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,DSC,0,
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,ISC,0,
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,TSC,0,
ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,TGW,1238.22,0
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,UA,1295.81,0
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,DC,0,
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,IC,0,
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,TC,0,
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,DSC,0,
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,ISC,0,
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,TSC,0,
ANDHRA PRADESH,Bapatla,SANTHAMAGULURU,TGW,1295.81,0
ANDHRA PRADESH,Bapatla,BAPATLA,UA,0,2063.99
ANDHRA PRADESH,Bapatla,BAPATLA,DC,0,
ANDHRA PRADESH,Bapatla,BAPATLA,IC,0,
ANDHRA PRADESH,Bapatla,BAPATLA,TC,0,
ANDHRA PRADESH,Bapatla,BAPATLA,DSC,0,
ANDHRA PRADESH,Bapatla,BAPATLA,ISC,0,
ANDHRA PRADESH,Bapatla,BAPATLA,TSC,0,
ANDHRA PRADESH,Bapatla,BAPATLA,TGW,0,2063.99
ANDHRA PRADESH,Nandyal,MAHANANDI,UA,319.61,0
ANDHRA PRADESH,Nandyal,MAHANANDI,DC,0,
ANDHRA PRADESH,Nandyal,MAHANANDI,IC,0,
ANDHRA PRADESH,Nandyal,MAHANANDI,TC,0,
ANDHRA PRADESH,Nandyal,MAHANANDI,DSC,0,
ANDHRA PRADESH,Nandyal,MAHANANDI,ISC,0,
ANDHRA PRADESH,Nandyal,MAHANANDI,TSC,0,
ANDHRA PRADESH,Nandyal,MAHANANDI,TGW,319.61,0
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,UA,3819.51,0
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,DC,0,
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,IC,0,
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,TC,0,
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,DSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,ISC,0,
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,TSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,TGW,3819.51,0
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,UA,24822.44,0
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,DC,0,
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,IC,0,
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,TC,0,
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,DSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,ISC,0,
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,TSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,TGW,24822.44,0
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,UA,59.67,0
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,RAMPACHODAVARAM,TGW,59.67,0
ANDHRA PRADESH,East Godavari,NIDADAVOLE,UA,190.34,0
ANDHRA PRADESH,East Godavari,NIDADAVOLE,DC,0,
ANDHRA PRADESH,East Godavari,NIDADAVOLE,IC,0,
ANDHRA PRADESH,East Godavari,NIDADAVOLE,TC,0,
ANDHRA PRADESH,East Godavari,NIDADAVOLE,DSC,0,
ANDHRA PRADESH,East Godavari,NIDADAVOLE,ISC,0,
ANDHRA PRADESH,East Godavari,NIDADAVOLE,TSC,0,
ANDHRA PRADESH,East Godavari,NIDADAVOLE,TGW,190.34,0
ANDHRA PRADESH,Eluru,MUSUNURU,UA,241.71,84.66
ANDHRA PRADESH,Eluru,MUSUNURU,DC,0,
ANDHRA PRADESH,Eluru,MUSUNURU,IC,0,
ANDHRA PRADESH,Eluru,MUSUNURU,TC,0,
ANDHRA PRADESH,Eluru,MUSUNURU,DSC,0,
ANDHRA PRADESH,Eluru,MUSUNURU,ISC,0,
ANDHRA PRADESH,Eluru,MUSUNURU,TSC,0,
ANDHRA PRADESH,Eluru,MUSUNURU,TGW,241.71,84.66
ANDHRA PRADESH,Eluru,KAIKALUR,UA,136.46,2327.17
ANDHRA PRADESH,Eluru,KAIKALUR,DC,0,
ANDHRA PRADESH,Eluru,KAIKALUR,IC,0,
ANDHRA PRADESH,Eluru,KAIKALUR,TC,0,
ANDHRA PRADESH,Eluru,KAIKALUR,DSC,0,
ANDHRA PRADESH,Eluru,KAIKALUR,ISC,0,
ANDHRA PRADESH,Eluru,KAIKALUR,TSC,0,
ANDHRA PRADESH,Eluru,KAIKALUR,TGW,136.46,2327.17
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,UA,0,424.92
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,DC,0,
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,IC,0,
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,TC,0,
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,DSC,0,
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,ISC,0,
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,TSC,0,
ANDHRA PRADESH,Konaseema,UPPALAGUPTAM,TGW,0,424.92
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,UA,45.39,0
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,KOYYURU,TGW,45.39,0
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,UA,10003.74,0
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,DC,0,
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,IC,0,
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,TC,0,
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,DSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,ISC,0,
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,TSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,TGW,10003.74,0
ANDHRA PRADESH,Krishna,GANNAVARAM,UA,1440.82,0
ANDHRA PRADESH,Krishna,GANNAVARAM,DC,0,
ANDHRA PRADESH,Krishna,GANNAVARAM,IC,0,
ANDHRA PRADESH,Krishna,GANNAVARAM,TC,0,
ANDHRA PRADESH,Krishna,GANNAVARAM,DSC,0,
ANDHRA PRADESH,Krishna,GANNAVARAM,ISC,0,
ANDHRA PRADESH,Krishna,GANNAVARAM,TSC,0,
ANDHRA PRADESH,Krishna,GANNAVARAM,TGW,1440.82,0
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,UA,3842.06,0
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,DC,0,
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,IC,0,
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,TC,0,
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,DSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,ISC,0,
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,TSC,0,
ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,TGW,3842.06,0
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,UA,187.77,0
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,DC,0,
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,IC,0,
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,TC,0,
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,DSC,0,
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,ISC,0,
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,TSC,0,
ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,TGW,187.77,0
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,UA,2578.36,0
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,DC,0,
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,IC,0,
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,TC,0,
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,DSC,0,
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,ISC,0,
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,TSC,0,
ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,TGW,2578.36,0
ANDHRA PRADESH,Chittoor,KARVETINAGAR,UA,1017.39,0
ANDHRA PRADESH,Chittoor,KARVETINAGAR,DC,0,
ANDHRA PRADESH,Chittoor,KARVETINAGAR,IC,0,
ANDHRA PRADESH,Chittoor,KARVETINAGAR,TC,0,
ANDHRA PRADESH,Chittoor,KARVETINAGAR,DSC,0,
ANDHRA PRADESH,Chittoor,KARVETINAGAR,ISC,0,
ANDHRA PRADESH,Chittoor,KARVETINAGAR,TSC,0,
ANDHRA PRADESH,Chittoor,KARVETINAGAR,TGW,1017.39,0
ANDHRA PRADESH,Srikakulam,BURJA,UA,45.57,0
ANDHRA PRADESH,Srikakulam,BURJA,DC,0,
ANDHRA PRADESH,Srikakulam,BURJA,IC,0,
ANDHRA PRADESH,Srikakulam,BURJA,TC,0,
ANDHRA PRADESH,Srikakulam,BURJA,DSC,0,
ANDHRA PRADESH,Srikakulam,BURJA,ISC,0,
ANDHRA PRADESH,Srikakulam,BURJA,TSC,0,
ANDHRA PRADESH,Srikakulam,BURJA,TGW,45.57,0
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,UA,313.44,0
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,DC,0,
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,IC,0,
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,TC,0,
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,DSC,0,
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,ISC,0,
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,TSC,0,
ANDHRA PRADESH,Annamayya,THAMBALLAPALLE,TGW,313.44,0
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,UA,331.64,0
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,DC,0,
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,IC,0,
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,TC,0,
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,DSC,0,
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,ISC,0,
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,TSC,0,
ANDHRA PRADESH,Eluru,DWARAKA TIRUMALA,TGW,331.64,0
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),UA,6851.02,0
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),DC,0,
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),IC,0,
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),TC,0,
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),DSC,0,
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),ISC,0,
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),TSC,0,
ANDHRA PRADESH,Eluru,UNGUTURU (WEST GODAVARI),TGW,6851.02,0
ANDHRA PRADESH,NTR,VATSAVAI,UA,35.12,0
ANDHRA PRADESH,NTR,VATSAVAI,DC,0,
ANDHRA PRADESH,NTR,VATSAVAI,IC,0,
ANDHRA PRADESH,NTR,VATSAVAI,TC,0,
ANDHRA PRADESH,NTR,VATSAVAI,DSC,0,
ANDHRA PRADESH,NTR,VATSAVAI,ISC,0,
ANDHRA PRADESH,NTR,VATSAVAI,TSC,0,
ANDHRA PRADESH,NTR,VATSAVAI,TGW,35.12,0
ANDHRA PRADESH,Srikakulam,PALASA,UA,42.59,0
ANDHRA PRADESH,Srikakulam,PALASA,DC,0,
ANDHRA PRADESH,Srikakulam,PALASA,IC,0,
ANDHRA PRADESH,Srikakulam,PALASA,TC,0,
ANDHRA PRADESH,Srikakulam,PALASA,DSC,0,
ANDHRA PRADESH,Srikakulam,PALASA,ISC,0,
ANDHRA PRADESH,Srikakulam,PALASA,TSC,0,
ANDHRA PRADESH,Srikakulam,PALASA,TGW,42.59,0
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,UA,74.14,0
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,DC,0,
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,IC,0,
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,TC,0,
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,DSC,0,
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,ISC,0,
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,TSC,0,
ANDHRA PRADESH,Srikakulam,MELIAPUTTI,TGW,74.14,0
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,UA,53.94,0
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,DUMBRIGUDA,TGW,53.94,0
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,UA,4.16,0
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,CHINTAPALLE,TGW,4.16,0
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,UA,3.5,0
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,ANANTHAGIRI,TGW,3.5,0
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,UA,27.72,0
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,HUKUMPETA,TGW,27.72,0
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,UA,10.93,0
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,TGW,10.93,0
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,UA,2229.18,0
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,DC,0,
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,IC,0,
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,TC,0,
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,DSC,0,
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,ISC,0,
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,TSC,0,
ANDHRA PRADESH,Krishna,PAMIDIMUKKALA,TGW,2229.18,0
ANDHRA PRADESH,Krishna,MACHILIPATNAM,UA,0,3599.25
ANDHRA PRADESH,Krishna,MACHILIPATNAM,DC,0,
ANDHRA PRADESH,Krishna,MACHILIPATNAM,IC,0,
ANDHRA PRADESH,Krishna,MACHILIPATNAM,TC,0,
ANDHRA PRADESH,Krishna,MACHILIPATNAM,DSC,0,
ANDHRA PRADESH,Krishna,MACHILIPATNAM,ISC,0,
ANDHRA PRADESH,Krishna,MACHILIPATNAM,TSC,0,
ANDHRA PRADESH,Krishna,MACHILIPATNAM,TGW,0,3599.25
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,UA,27.18,0
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,DC,0,
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,IC,0,
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,TC,0,
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,DSC,0,
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,ISC,0,
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,TSC,0,
ANDHRA PRADESH,Parvathipuram Manyam,GUMMALAKSHMIPURAM,TGW,27.18,0
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,UA,0,0
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGARAJU MADUGULA,TGW,0,0
ANDHRA PRADESH,West Godavari,PALAKODERU,UA,0,284.92
ANDHRA PRADESH,West Godavari,PALAKODERU,DC,0,
ANDHRA PRADESH,West Godavari,PALAKODERU,IC,0,
ANDHRA PRADESH,West Godavari,PALAKODERU,TC,0,
ANDHRA PRADESH,West Godavari,PALAKODERU,DSC,0,
ANDHRA PRADESH,West Godavari,PALAKODERU,ISC,0,
ANDHRA PRADESH,West Godavari,PALAKODERU,TSC,0,
ANDHRA PRADESH,West Godavari,PALAKODERU,TGW,0,284.92
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),UA,28.93,0
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,GANGAVARAM (EAST GODAVARI),TGW,28.93,0
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,UA,68.14,0
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,MAREDUMILLI,TGW,68.14,0
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,UA,23.21,0
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,DC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,IC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,TC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,DSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,ISC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,TSC,0,
ANDHRA PRADESH,Alluri Sitharama Raju,Y RAMAVARAM,TGW,23.21,0
ANDHRA PRADESH,Kurnool,KODUMUR,UA,254.81,0
ANDHRA PRADESH,Kurnool,KODUMUR,DC,0,
ANDHRA PRADESH,Kurnool,KODUMUR,IC,0,
ANDHRA PRADESH,Kurnool,KODUMUR,TC,0,
ANDHRA PRADESH,Kurnool,KODUMUR,DSC,0,
ANDHRA PRADESH,Kurnool,KODUMUR,ISC,0,
ANDHRA PRADESH,Kurnool,KODUMUR,TSC,0,
ANDHRA PRADESH,Kurnool,KODUMUR,TGW,254.81,0
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,UA,3693.26,0
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,DC,0,
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,IC,0,
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,TC,0,
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,DSC,0,
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,ISC,0,
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,TSC,0,
ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,TGW,3693.26,0
ANDHRA PRADESH,Palnadu,SATTENAPALLE,UA,1054.83,0
ANDHRA PRADESH,Palnadu,SATTENAPALLE,DC,0,
ANDHRA PRADESH,Palnadu,SATTENAPALLE,IC,0,
ANDHRA PRADESH,Palnadu,SATTENAPALLE,TC,0,
ANDHRA PRADESH,Palnadu,SATTENAPALLE,DSC,0,
ANDHRA PRADESH,Palnadu,SATTENAPALLE,ISC,0,
ANDHRA PRADESH,Palnadu,SATTENAPALLE,TSC,0,
ANDHRA PRADESH,Palnadu,SATTENAPALLE,TGW,1054.83,0
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,UA,123.14,0
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,DC,0,
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,IC,0,
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,TC,0,
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,DSC,0,
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,ISC,0,
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,TSC,0,
ANDHRA PRADESH,Annamayya,KAMBHAMVARIPALLE,TGW,123.14,0
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,UA,282.89,0
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,DC,0,
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,IC,0,
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,TC,0,
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,DSC,0,
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,ISC,0,
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,TSC,0,
ANDHRA PRADESH,Visakhapatnam,PENDURTHI,TGW,282.89,0
ANDHRA PRADESH,Anakapalli,RAMBILLI,UA,656.4,0
ANDHRA PRADESH,Anakapalli,RAMBILLI,DC,0,
ANDHRA PRADESH,Anakapalli,RAMBILLI,IC,0,
ANDHRA PRADESH,Anakapalli,RAMBILLI,TC,0,
ANDHRA PRADESH,Anakapalli,RAMBILLI,DSC,0,
